16,15,130,2,16,5,9,9967,42
16,16,133,2,16,5,9,9967,42
13,19,133,2,16,5,9,9967,42
13,19,133,2,16,5,9,9967,42
13,12,141,2,16,5,9,9967,42
101,118,287,4,16,5,9,9967,42
93,103,259,4,16,5,9,9967,42
163,124,290,4,16,5,9,9967,42
105,108,279,4,16,5,9,9967,42
102,133,320,4,16,5,9,9967,42
158,158,350,8,16,5,9,9967,42
196,165,403,8,16,5,9,9967,42
74,93,371,8,16,5,9,9967,42
137,132,381,8,16,5,9,9967,42
176,211,378,8,16,5,9,9967,42
237,197,436,16,16,5,9,9967,42
205,262,471,16,16,5,9,9967,42
138,203,486,16,16,5,9,9967,42
179,258,446,16,16,5,9,9967,42
115,251,497,16,16,5,9,9967,42
250,213,605,32,16,5,9,9967,42
282,205,872,32,16,5,9,9967,42
163,205,635,32,16,5,9,9967,42
322,428,1043,32,16,5,9,9967,42
283,191,556,32,16,5,9,9967,42
506,436,852,64,16,5,9,9967,42
226,285,719,64,16,5,9,9967,42
326,337,687,64,16,5,9,9967,42
264,62,722,64,16,5,9,9967,42
443,453,796,64,16,5,9,9967,42
17,23,143,2,32,5,9,9967,42
13,23,149,2,32,5,9,9967,42
16,28,153,2,32,5,9,9967,42
16,19,150,2,32,5,9,9967,42
12,25,166,2,32,5,9,9967,42
74,86,273,4,32,5,9,9967,42
122,126,328,4,32,5,9,9967,42
66,84,267,4,32,5,9,9967,42
117,114,263,4,32,5,9,9967,42
116,124,288,4,32,5,9,9967,42
158,179,392,8,32,5,9,9967,42
197,143,377,8,32,5,9,9967,42
204,182,432,8,32,5,9,9967,42
202,211,417,8,32,5,9,9967,42
136,140,400,8,32,5,9,9967,42
208,229,499,16,32,5,9,9967,42
257,244,468,16,32,5,9,9967,42
282,269,430,16,32,5,9,9967,42
127,227,433,16,32,5,9,9967,42
187,212,487,16,32,5,9,9967,42
338,369,628,32,32,5,9,9967,42
393,391,653,32,32,5,9,9967,42
307,395,712,32,32,5,9,9967,42
289,298,580,32,32,5,9,9967,42
302,245,590,32,32,5,9,9967,42
246,225,688,64,32,5,9,9967,42
451,449,810,64,32,5,9,9967,42
586,677,644,64,32,5,9,9967,42
283,252,747,64,32,5,9,9967,42
509,624,832,64,32,5,9,9967,42
17,33,159,2,64,5,9,9967,42
17,34,157,2,64,5,9,9967,42
18,27,154,2,64,5,9,9967,42
18,29,155,2,64,5,9,9967,42
13,29,154,2,64,5,9,9967,42
88,107,279,4,64,5,9,9967,42
127,144,275,4,64,5,9,9967,42
105,132,300,4,64,5,9,9967,42
96,94,268,4,64,5,9,9967,42
105,91,267,4,64,5,9,9967,42
