0,453,2
1,322,2
0,410,2
1,300,2
0,439,2
1,314,2
0,440,2
1,310,2
0,406,2
1,306,2
0,452,2
1,315,2
0,422,2
1,306,2
0,413,2
1,300,2
0,382,2
1,300,2
0,422,2
1,308,2
0,432,2
1,309,2
0,445,2
1,318,2
0,449,2
1,313,2
0,416,2
1,306,2
0,397,2
1,301,2
0,419,2
1,301,2
0,457,2
1,301,2
0,424,2
1,308,2
0,442,2
1,310,2
0,449,2
1,311,2
0,442,2
1,314,2
0,429,2
1,314,2
0,445,2
1,311,2
0,431,2
1,316,2
0,427,2
1,311,2
0,445,2
1,310,2
0,426,2
1,300,2
0,439,2
1,311,2
0,425,2
1,301,2
0,421,2
1,308,2
0,431,2
1,314,2
0,444,2
1,310,2
0,443,2
1,321,2
0,423,2
1,305,2
0,440,2
1,315,2
0,430,2
1,303,2
0,434,2
1,308,2
0,450,2
1,315,2
0,428,2
1,302,2
0,416,2
1,305,2
