0,422,1
1,310,1
0,418,1
1,300,1
0,419,1
1,301,1
0,398,1
1,304,1
0,399,1
1,298,1
0,420,1
1,303,1
0,421,1
1,300,1
0,456,1
1,315,1
0,452,1
1,315,1
0,445,1
1,313,1
0,437,1
1,314,1
0,440,1
1,321,1
0,444,1
1,313,1
0,434,1
1,306,1
0,415,1
1,300,1
0,444,1
1,314,1
0,443,1
1,316,1
0,417,1
1,311,1
0,478,1
1,309,1
0,469,1
1,313,1
0,448,2
1,314,2
0,456,2
1,315,2
0,424,2
1,303,2
0,425,2
1,311,2
0,426,2
1,311,2
0,441,2
1,316,2
0,429,2
1,311,2
0,420,2
1,312,2
0,421,2
1,309,2
0,422,2
1,314,2
0,449,2
1,315,2
0,431,2
1,313,2
0,447,2
1,310,2
0,454,2
1,317,2
0,437,2
1,313,2
0,429,2
1,311,2
0,422,2
1,309,2
0,425,2
1,301,2
0,440,2
1,313,2
0,446,2
1,318,2
0,423,4
1,306,4
0,431,4
1,310,4
0,438,4
1,317,4
0,463,4
1,310,4
0,442,4
1,314,4
0,416,4
1,301,4
0,443,4
1,312,4
0,425,4
1,315,4
0,439,4
1,311,4
0,439,4
1,313,4
0,437,4
1,310,4
0,424,4
1,306,4
0,448,4
1,312,4
0,472,4
1,315,4
0,442,4
1,310,4
0,445,4
1,310,4
0,437,4
1,311,4
0,441,4
1,309,4
0,439,4
1,313,4
0,433,4
1,311,4
0,416,8
1,298,8
0,436,8
1,314,8
0,435,8
1,306,8
0,446,8
1,309,8
0,446,8
1,311,8
0,412,8
1,321,8
0,473,8
1,340,8
0,428,8
1,305,8
0,412,8
1,302,8
0,426,8
1,307,8
0,407,8
1,302,8
0,418,8
1,309,8
0,442,8
1,314,8
0,408,8
1,305,8
0,421,8
1,309,8
0,436,8
1,315,8
0,453,8
1,316,8
0,443,8
1,307,8
0,437,8
1,315,8
0,438,8
1,311,8
0,447,16
1,314,16
0,436,16
1,313,16
0,391,16
1,313,16
0,416,16
1,310,16
0,414,16
1,300,16
0,421,16
1,310,16
0,419,16
1,304,16
0,415,16
1,297,16
0,429,16
1,315,16
0,448,16
1,312,16
0,413,16
1,301,16
0,426,16
1,312,16
0,411,16
1,299,16
0,431,16
1,305,16
0,418,16
1,302,16
0,428,16
1,312,16
0,429,16
1,312,16
0,426,16
1,313,16
0,414,16
1,300,16
0,374,16
1,302,16
0,442,32
1,303,32
0,451,32
1,308,32
0,399,32
1,301,32
0,438,32
1,309,32
0,438,32
1,321,32
0,438,32
1,307,32
0,424,32
1,304,32
0,414,32
1,302,32
0,410,32
1,310,32
0,448,32
1,314,32
0,443,32
1,311,32
0,434,32
1,307,32
0,378,32
1,306,32
0,424,32
1,307,32
0,428,32
1,312,32
0,448,32
1,316,32
0,403,32
1,299,32
0,410,32
1,301,32
0,421,32
1,304,32
0,435,32
1,314,32
0,446,64
1,311,64
0,442,64
1,311,64
0,434,64
1,312,64
0,415,64
1,303,64
0,460,64
1,306,64
0,409,64
1,302,64
0,426,64
1,328,64
0,392,64
1,309,64
0,443,64
1,310,64
0,412,64
1,308,64
0,452,64
1,310,64
0,435,64
1,313,64
0,435,64
1,312,64
0,445,64
1,312,64
0,442,64
1,314,64
0,430,64
1,311,64
0,442,64
1,311,64
0,450,64
1,315,64
0,408,64
1,302,64
0,435,64
1,310,64
0,427,128
1,301,128
0,419,128
1,303,128
0,424,128
1,303,128
0,444,128
1,309,128
0,440,128
1,312,128
0,420,128
1,313,128
0,425,128
1,300,128
0,438,128
1,311,128
0,435,128
1,303,128
0,407,128
1,302,128
0,438,128
1,319,128
0,444,128
1,311,128
0,454,128
1,328,128
0,440,128
1,310,128
0,393,128
1,302,128
0,449,128
1,319,128
0,432,128
1,320,128
0,446,128
1,318,128
0,445,128
1,323,128
0,414,256
1,303,256
0,400,256
1,300,256
0,435,256
1,314,256
0,443,256
1,310,256
0,467,256
1,310,256
0,451,256
1,320,256
0,436,256
1,310,256
0,471,256
1,310,256
0,428,256
1,312,256
0,431,256
1,308,256
0,437,256
1,320,256
0,417,256
1,310,256
0,413,256
1,308,256
0,451,256
1,316,256
0,413,256
1,306,256
0,416,256
1,308,256
0,461,256
1,315,256
0,412,256
1,304,256
0,460,256
1,312,256
0,479,256
1,323,256
0,442,512
1,310,512
0,421,512
1,312,512
0,430,512
1,312,512
0,455,512
1,322,512
0,410,512
1,301,512
0,461,512
1,311,512
0,451,512
1,313,512
0,480,512
1,341,512
0,454,512
1,312,512
0,412,512
1,311,512
0,457,512
1,311,512
0,432,512
1,303,512
0,418,512
1,305,512
0,452,512
1,310,512
0,405,512
1,295,512
0,460,512
1,314,512
0,443,512
1,315,512
0,474,512
1,320,512
0,405,512
1,303,512
0,453,512
1,317,512
0,439,1024
1,300,1024
0,447,1024
1,307,1024
0,435,1024
1,303,1024
0,435,1024
1,310,1024
0,465,1024
1,310,1024
0,465,1024
1,314,1024
0,413,1024
1,302,1024
0,434,1024
1,301,1024
0,473,1024
1,304,1024
0,435,1024
1,301,1024
0,442,1024
1,304,1024
0,434,1024
1,300,1024
0,432,1024
1,307,1024
0,450,1024
1,311,1024
0,443,1024
1,313,1024
0,429,1024
1,302,1024
0,493,1024
1,328,1024
0,450,1024
1,308,1024
0,445,1024
1,304,1024
0,462,1024
1,310,1024
0,483,2048
1,313,2048
1,324,2048
0,496,2048
1,323,2048
0,482,2048
0,477,2048
1,306,2048
0,483,2048
1,323,2048
0,460,2048
1,311,2048
0,482,2048
1,319,2048
0,459,2048
1,319,2048
0,510,2048
1,322,2048
0,450,2048
1,307,2048
0,406,2048
1,304,2048
1,321,2048
0,470,2048
0,441,2048
1,304,2048
1,318,2048
0,500,2048
0,460,2048
1,310,2048
0,456,2048
1,311,2048
0,500,2048
1,315,2048
0,461,2048
1,312,2048
0,455,2048
1,308,2048
1,321,2048
0,498,2048
1,335,4096
0,523,4096
1,319,4096
0,537,4096
1,317,4096
0,515,4096
1,323,4096
0,528,4096
1,315,4096
0,501,4096
1,313,4096
0,499,4096
1,313,4096
0,498,4096
1,318,4096
0,487,4096
1,310,4096
0,525,4096
1,313,4096
0,521,4096
1,318,4096
0,521,4096
1,344,4096
0,538,4096
1,324,4096
0,512,4096
1,320,4096
0,500,4096
1,308,4096
0,505,4096
1,310,4096
0,497,4096
1,316,4096
0,513,4096
1,308,4096
0,513,4096
1,318,4096
0,518,4096
1,332,4096
0,537,4096
