0,439,32
1,302,32
0,412,32
1,307,32
0,426,32
1,305,32
0,426,32
1,310,32
0,431,32
1,300,32
0,437,32
1,313,32
0,416,32
1,310,32
0,436,32
1,311,32
0,433,32
1,312,32
0,437,32
1,311,32
0,433,32
1,312,32
0,411,32
1,302,32
0,425,32
1,308,32
0,408,32
1,312,32
0,432,32
1,315,32
0,435,32
1,311,32
0,442,32
1,312,32
0,434,32
1,310,32
0,436,32
1,310,32
0,424,32
1,302,32
0,482,1024
1,314,1024
0,464,1024
1,312,1024
0,459,1024
1,312,1024
0,452,1024
1,308,1024
0,459,1024
1,308,1024
0,456,1024
1,315,1024
0,482,1024
1,324,1024
0,445,1024
1,312,1024
0,436,1024
1,300,1024
0,462,1024
1,313,1024
0,459,1024
1,301,1024
0,436,1024
1,305,1024
0,473,1024
1,313,1024
0,457,1024
1,310,1024
0,447,1024
1,311,1024
0,459,1024
1,307,1024
0,443,1024
1,315,1024
0,444,1024
1,307,1024
0,460,1024
1,312,1024
0,450,1024
1,312,1024
0,408,1
1,301,1
0,418,1
1,299,1
0,424,1
1,306,1
0,417,1
1,301,1
0,413,1
1,301,1
0,423,1
1,305,1
0,432,1
1,306,1
0,471,1
1,312,1
0,431,1
1,310,1
0,439,1
1,312,1
0,438,1
1,308,1
0,421,1
1,302,1
0,451,1
1,307,1
0,426,1
1,314,1
0,433,1
1,313,1
0,411,1
1,302,1
0,412,1
1,301,1
0,426,1
1,302,1
0,430,1
1,311,1
0,414,1
1,304,1
0,450,256
1,311,256
0,440,256
1,310,256
0,422,256
1,307,256
0,429,256
1,316,256
0,402,256
1,303,256
0,431,256
1,313,256
0,455,256
1,313,256
0,466,256
1,318,256
0,390,256
1,302,256
0,433,256
1,312,256
0,413,256
1,313,256
0,407,256
1,304,256
0,401,256
1,302,256
0,419,256
1,301,256
0,448,256
1,313,256
0,446,256
1,314,256
0,441,256
1,312,256
0,460,256
1,309,256
0,423,256
1,302,256
0,411,256
1,310,256
0,520,4096
1,307,4096
1,318,4096
0,516,4096
1,320,4096
0,546,4096
1,317,4096
0,497,4096
1,321,4096
0,503,4096
1,320,4096
0,521,4096
1,321,4096
0,524,4096
1,307,4096
0,493,4096
1,310,4096
0,531,4096
1,317,4096
0,518,4096
1,322,4096
0,529,4096
1,315,4096
0,524,4096
1,320,4096
0,518,4096
1,328,4096
0,522,4096
1,318,4096
0,512,4096
1,308,4096
0,491,4096
1,310,4096
0,499,4096
1,327,4096
0,527,4096
1,320,4096
0,518,4096
1,324,4096
0,520,4096
0,481,2048
1,318,2048
1,317,2048
0,471,2048
0,489,2048
1,320,2048
0,488,2048
1,317,2048
1,318,2048
0,477,2048
0,475,2048
1,310,2048
0,469,2048
1,309,2048
0,476,2048
1,320,2048
0,485,2048
1,324,2048
1,316,2048
0,479,2048
1,317,2048
0,482,2048
1,320,2048
0,478,2048
0,459,2048
1,308,2048
1,318,2048
0,474,2048
0,486,2048
1,315,2048
0,493,2048
1,319,2048
1,321,2048
0,470,2048
0,481,2048
1,321,2048
1,315,2048
0,487,2048
1,316,2048
0,485,2048
0,431,128
1,309,128
0,454,128
1,311,128
0,418,128
1,301,128
0,412,128
1,314,128
0,435,128
1,311,128
0,445,128
1,315,128
0,417,128
1,311,128
0,421,128
1,310,128
0,442,128
1,313,128
0,419,128
1,301,128
0,448,128
1,307,128
0,433,128
1,311,128
0,442,128
1,314,128
0,440,128
1,308,128
0,445,128
1,310,128
0,446,128
1,319,128
0,424,128
1,309,128
0,419,128
1,302,128
0,439,128
1,307,128
0,443,128
1,310,128
0,433,4
1,312,4
0,434,4
1,311,4
0,416,4
1,301,4
0,448,4
1,312,4
0,464,4
1,309,4
0,440,4
1,310,4
0,471,4
1,343,4
0,430,4
1,309,4
0,441,4
1,307,4
0,431,4
1,309,4
0,467,4
1,308,4
0,450,4
1,313,4
0,435,4
1,311,4
0,436,4
1,309,4
0,436,4
1,311,4
0,433,4
1,310,4
0,434,4
1,324,4
0,421,4
1,302,4
0,440,4
1,312,4
0,414,4
1,311,4
0,424,16
1,314,16
0,426,16
1,310,16
0,436,16
1,301,16
0,443,16
1,316,16
0,409,16
1,294,16
0,441,16
1,308,16
0,457,16
1,310,16
0,411,16
1,314,16
0,433,16
1,300,16
0,440,16
1,310,16
0,451,16
1,325,16
0,429,16
1,313,16
0,466,16
1,312,16
0,402,16
1,317,16
0,472,16
1,311,16
0,432,16
1,303,16
0,418,16
1,299,16
0,440,16
1,308,16
0,443,16
1,311,16
0,476,16
1,312,16
1,303,64
0,430,64
1,299,64
0,415,64
1,306,64
0,385,64
1,309,64
0,438,64
1,309,64
0,428,64
1,302,64
0,398,64
1,302,64
0,398,64
1,303,64
0,403,64
1,306,64
0,419,64
1,305,64
0,424,64
1,303,64
0,440,64
1,312,64
0,437,64
1,307,64
0,426,64
1,301,64
0,431,64
1,300,64
0,436,64
1,305,64
0,432,64
1,303,64
0,426,64
1,310,64
0,428,64
1,304,64
0,430,64
1,309,64
0,422,512
1,304,512
0,420,512
1,303,512
0,440,512
1,313,512
0,474,512
1,312,512
0,422,512
1,302,512
0,473,512
1,313,512
0,462,512
1,313,512
0,416,512
1,299,512
0,451,512
1,314,512
0,450,512
1,309,512
0,439,512
1,311,512
0,473,512
1,326,512
0,428,512
1,306,512
0,451,512
1,310,512
0,421,512
1,312,512
0,415,512
1,300,512
0,432,512
1,305,512
0,453,512
1,308,512
0,455,512
1,316,512
0,460,512
1,316,512
0,431,2
1,307,2
0,422,2
1,305,2
0,496,2
1,311,2
0,427,2
1,310,2
0,441,2
1,316,2
0,432,2
1,314,2
0,412,2
1,306,2
0,437,2
1,317,2
0,450,2
1,316,2
0,426,2
1,314,2
0,436,2
1,309,2
0,435,2
1,307,2
0,418,2
1,309,2
0,434,2
1,313,2
0,431,2
1,318,2
0,439,2
1,310,2
0,450,2
1,322,2
0,443,2
1,311,2
0,417,2
1,298,2
0,436,2
1,311,2
0,429,8
1,312,8
0,444,8
1,312,8
0,450,8
1,318,8
0,453,8
1,321,8
0,444,8
1,310,8
0,437,8
1,298,8
0,444,8
1,313,8
0,438,8
1,309,8
0,430,8
1,309,8
0,414,8
1,313,8
0,444,8
1,313,8
0,408,8
1,312,8
0,397,8
1,304,8
0,432,8
1,300,8
0,445,8
1,310,8
0,441,8
1,315,8
0,423,8
1,303,8
0,422,8
1,301,8
0,445,8
1,310,8
0,413,8
1,309,8
